"ID","name","location","info","mob_name","wear","date"
"4871","hide from a green sea serpent","naiadian sea",".. this object, a hide from a green sea serpent, is armor,
and can be referred to as 'hide green sea serpent'.
It is of 35th level, weighs 8 pounds, and is worth 30 gold.
You can wear it around your body.
It sheds a magical aura.
It is fireproof and resists corrosion.
Armor class bonus: 10 vs pierce, 10 vs bash, 10 vs slash, and 10 vs magic.
When worn, it
modifies damage roll by 3
modifies health by 25
modifies constitution by 1","green serpent","body",NULL
"4869","intricately carved oaken arrow","emerald",".. this object, an intricately carved oaken arrow, is ammo,
and can be referred to as 'oaken arrow'.
It is of 20th level, weighs 0 pounds, and is worth 1 gold.
Ammo type is arrow.
Its attacks take the form of a stab.
When worn, it
modifies damage roll by 10
modifies precision with ranged weapons by 8","Ancient Ranger Lord","ammo",NULL
"4870","mithril-laced iron bracer","Thorbardin",".. this object, a mithril-laced iron bracer, is armor,
   and can be referred to as 'iron mithril bracer'.
It is of 27th level, weighs 1 pound, and is worth 278 gold.
You can wear it around your wrist.
It sheds a magical aura.
It cannot be used by those of darkened soul.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
   modifies constitution by 2
   modifies armor class by -5
   modifies hit roll by 3
   modifies damage roll by 3
   modifies health by 35
   modifies mana by 15
   modifies fortitude save by 3","Thorbardin architect","wrist","2026-03-22 10:06:47"
"4868","sceptre of the heavenly orders","drannor, green tower",".. this object, a sceptre of the heavenly orders, is armor,
and can be referred to as 'sceptre heavenly heaven orders'.
It is of 38th level, weighs 7 pounds, and is worth 188 gold and 90 silver.
You can hold it in your hands.
It glows with a soft light and sheds a magical aura.
It cannot be used by those of unbiased soul.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.

'I am the wrath of god
'Heavenly wrath' spell is active for 10 hours and 55 minutes,
   modifying hit roll by 5
   modifying damage roll by 5","bishop","hold","2025-10-19 17:39:22"
"4867","gold amulet","summon",".. this object, a gold amulet, is armor,
and can be referred to as 'gold amulet'.
It is of 20th level, weighs 1 pound, and is worth 140 gold.
You can wear it around your neck.
It sheds a magical aura.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
modifies resistance to holy by 3
modifies resistance to acid by 3
modifies damage roll by 5
modifies dexterity by 2","damsel","neck",NULL
"4866","hooded grey velvet cloak","Khur Mountains",".. this object, a hooded grey velvet cloak, is armor,
and can be referred to as 'cloak hooded grey velvet'.
It is of 27th level, weighs 3 pounds, and is worth 232 gold.
You can wear it around your body.
It is invisible, hums faintly and sheds a magical aura.
Armor class bonus: 4 vs pierce, 4 vs bash, 4 vs slash, and 2 vs magic.
When worn, it
modifies hit roll by 2
modifies reflex save by 2
modifies damage roll by 3
modifies mana by 63
modifies wisdom by 2
modifies armor class by -3","draconian guard","body",NULL
"4865","sleeping bag of bear skin","sothern ergoth (north from dragon sea)",".. this object, a sleeping bag of bear skin, is furniture,
and can be referred to as 'sleeping bear fur bag'.
It is of 10th level, weighs 3 pounds, and is worth 68 gold.

limited","lies on the ground in hut (all n,east from entrance)","furniture",NULL
"4863","heart of a cute kitten","Grove of the Wild",".. this object, the heart of a cute kitten, is food,
and can be referred to as 'heart'.
It is of 4th level, weighs 2 pounds, and is worth 0 gold.","cute kitten","food",NULL
"4864","sharpened horn of a gazelle","Plains of Caergoth",".. this object, the sharpened horn of a gazelle, is a dagger,
and can be referred to as 'horn dagger'.
It is of 14th level, weighs 3 pounds, and is worth 30 gold.
It deals 6d5 damage (averaging at 18).
Its attacks take the form of a pierce.
When worn, it
modifies damage roll by 4
modifies hit roll by 1","gazelle","wield",NULL
"4862","poison-tipped spear","mermaids",".. this object, a poison-tipped spear, is a spear,
and can be referred to as 'spear poison-tipped'.
It is of 32nd level, weighs 4 pounds, and is worth 25 gold.
It sheds a magical aura.
The curse upon it won't let you drop it.
It deals 6d6 damage (averaging at 21).
Its attacks take the form of a pierce.
It is designed to be used with two hands and is layered in deadly poison.
When worn, it
modifies damage roll by 4
modifies hit roll by 5","merman guard","wield",NULL
"4861","scaled skin of the merfolk","naiadian sea",".. this object, scaled skin of the merfolk, is armor,
and can be referred to as 'skin merfolk scales'.
It is of 24th level, weighs 8 pounds, and is worth 89 gold.
You can wear it on your torso.
Armor class bonus: 7 vs pierce, 8 vs bash, 8 vs slash, and 4 vs magic.
When worn, it
modifies resistance to piercing by 2
modifies constitution by 1
modifies hit roll by -1
modifies damage roll by 3","merfolk watcher","torso",NULL
"4859","helm stained with blue-green feathers","Deep in the Vingaard mountains",".. this object, a helm stained with blue-green feathers, is armor,
and can be referred to as 'helm feathered'.
It is of 27th level, weighs 4 pounds, and is worth 240 gold.
You can wear it on your head.
It cannot be used by those of darkened soul.
Armor class bonus: 14 vs pierce, 14 vs bash, 14 vs slash, and 14 vs magic.
When worn, it
modifies mana by 35
modifies wisdom by 3
modifies dexterity by 1
modifies reflex save by 2","roc","head",NULL
"4860","shredded robe of black magi","Vingaard Mountains",".. this object, a shredded robe of black magi, is armor,
and can be referred to as 'robe shredded magi black'.
It is of 25th level, weighs 3 pounds, and is worth 240 gold.
You can wear it on your torso.
It glows with a soft light and sheds a magical aura.
It can only be used by those of darkened soul.
Only necromancers can use it.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
modifies mana by 50
modifies fortitude save by 1
modifies will save by 3
modifies reflex save by 3
modifies health by 35","black-robed mage","torso",NULL
"4858","enchanted robe of shimmering air","south from emerald",".. this object, an enchanted robe of shimmering air, is armor,
and can be referred to as 'robe shimmering air'.
It is of 28th level, weighs 2 pounds, and is worth 140 gold.
You can wear it around your body.
It is invisible, glows with a soft light, hums faintly and sheds a magical aura.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
modifies mana by 15

permanent blink","Sylph King","body",NULL
"4856","paper with a royal seal","qualinost",".. this object, a paper with a royal seal, is trash,
and can be referred to as 'seal royal paper'.
It is of 10th level, weighs 1 pound, and is worth 0 gold.
You can hold it in your hands.","The Speaker of the Sun gives you a paper with a royal seal.","hold",NULL
"4857","belt made of fishskin","south from emerald",".. this object, belt made of fishskin, is armor,
and can be referred to as 'fishskin belt'.
It is of 18th level, weighs 4 pounds, and is worth 42 gold.
You can wear it about your waist.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
modifies reflex save by 4
modifies health by 20","beautiful naiad","waist",NULL
"4855","flail with two lengths of corded steel","Qualinost",".. this object, a flail with two lengths of corded steel, is a flail,
and can be referred to as 'steel flail corded'.
It is of 15th level, weighs 1 pound, and is worth 12 gold.
It is fireproof and resists corrosion.
It deals 5d6 damage (averaging at 17).
Its attacks take the form of a sting.
When worn, it
modifies damage roll by 2
modifies hit roll by 3","Porthios, Captain of Qualinost","wield",NULL
"4854","carved silver ring","undine lake",".. this object, a carved silver ring, is armor,
and can be referred to as 'ring silver'.
It is of 15th level, weighs 2 pounds, and is worth 99 gold.
You can wear it on your finger.
Armor class bonus: 7 vs pierce, 7 vs bash, 7 vs slash, and 7 vs magic.
When worn, it
modifies health by 10
modifies mana by 25
modifies intelligence by 2","water faerie?","finger",NULL
"4853","smoky glass orb","4s2es2ed;op w;wsd;op d;d2s2wd2w2dn2w2nends2d from crossroads",".. this object, a smoky glass orb, is a magical staff,
and can be referred to as 'smoky glass orb'.
It is of 15th level, weighs 3 pounds, and is worth 40 gold.
You can hold it in your hands.
It sheds a magical aura.
It cannot be used by those of pure soul.
It has 6 (out of 6) charges of a 15th-level spell of 'protection good'.",,"staves",NULL
"4851","gold dragon orb","Arkham Legion",".. this object, a gold dragon orb, is a magical staff,
and can be referred to as 'gold dragon orb'.
It is of 30th level, weighs 5 pounds, and is worth 10 gold.
You can hold it in your hands.
It sheds a magical aura.
It can only be used by those of pure soul.
It has 4 (out of 4) charges of a 40th-level spell of 'sanctuary'.","ancient gold dragon","staves",NULL
"4852","some blue and white robes","undine lake",".. this object, some blue and white robes, is armor,
and can be referred to as 'blue white robes'.
It is of 26th level, weighs 5 pounds, and is worth 30 gold.
You can wear it around your body.
It glows with a soft light and sheds a magical aura.
Armor class bonus: 8 vs pierce, 9 vs bash, 9 vs slash, and 10 vs magic.
When worn, it
modifies resistance to drowning by 6
modifies resistance to fire by 2
modifies resistance to energy by 4
modifies health by 20
modifies mana by 30
modifies armor class by -8","Undine priest","body",NULL
"4850","staff fashioned from natural wood","crafted by rangers",".. this object, a staff fashioned from natural wood, is a staff,
and can be referred to as 'staff'.
It is of 22nd level, weighs 10 pounds, and is worth 3 gold.
It glows with a soft light and sheds a magical aura.
Only forest rangers can use it.
It deals 11d3 damage (averaging at 22).
Its attacks take the form of a smash.
It is designed to be used with two hands.
When worn, it
modifies damage roll by 5
modifies hit roll by 5",,"wield",NULL
"4849","bracelet with a steel engraving","Dragon Camp",".. this object, a bracelet with a steel engraving, is armor,
and can be referred to as 'bracelet steel engraved'.
It is of 15th level, weighs 2 pounds, and is worth 43 gold.
You can wear it around your wrist.
Armor class bonus: 5 vs pierce, 5 vs bash, 5 vs slash, and 5 vs magic.
When worn, it
modifies health by 20
modifies hit roll by 1
modifies damage roll by 1","in a chest","wrist",NULL
"4848","sceptre topped with sphere","rosevale",".. this object, a sceptre topped with sphere, is a mace,
and can be referred to as 'sceptre silver'.
It is of 24th level, weighs 6 pounds, and is worth 179 gold.
It hums faintly and sheds a magical aura.
It cannot be used by those of darkened soul.
It deals 3d12 damage (averaging at 19).
Its attacks take the form of a shocking bite.
When worn, it
modifies damage roll by 6
modifies hit roll by 2","elven priestess","wield",NULL
"4847","magic staff","south-west from crossroads",".. this object, a magic staff, is a light,
and can be referred to as 'staff magic'.
It is of 11th level, weighs 9 pounds, and is worth 0 gold and 50 silver.
You can hold it in your hands.
It sheds a magical aura.
It is fireproof and resists corrosion.","red-robed mage","hold",NULL
"4846","pair of soft leather sleeves","glade of beginning",".. this object, a pair of soft leather sleeves, is armor,
and can be referred to as 'soft leather sleeves'.
It is of 1st level, weighs 2 pounds, and is worth 0 gold and 72 silver.
You can wear it on your arms.
Armor class bonus: 1 vs pierce, 1 vs bash, 1 vs slash, and 0 vs magic.",,"arms",NULL
"4844","iron bracer","glade",".. this object, an iron bracer, is armor,
and can be referred to as 'iron bracer'.
It is of 1st level, weighs 1 pound, and is worth 0 gold and 48 silver.
You can wear it around your wrist.
Armor class bonus: 0 vs pierce, 1 vs bash, 1 vs slash, and 0 vs magic.",,"wrist",NULL
